timestamp,command_address,response_address,command_memory,response_memory,crc_rate,packet_rate,packet_size,latency_ms,flow_duration,command_count,response_count,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,actuator_1,actuator_2,actuator_3,actuator_4,network_load,result
2026-01-01 00:00:56,223,155,3701,3820,0.347,197,352,30.07,249.3,211,56,62.76,65.39,61.75,64.61,64.0,61.71,1,1,0,1,48.88,2
2026-01-01 00:00:57,170,178,5743,5501,0.235,585,1265,96.6,360.64,384,75,95.35,94.72,97.41,90.55,96.62,90.54,0,0,0,1,99.38,6
2026-01-01 00:00:58,152,87,3216,3220,0.927,152,818,21.55,14.54,357,128,34.68,31.86,37.5,35.07,36.81,31.58,1,1,1,1,39.06,1
2026-01-01 00:00:59,139,119,1979,1976,0.833,91,386,2.21,264.12,380,255,45.11,46.7,46.03,49.03,52.5,53.06,0,0,0,0,20.89,0
2026-01-01 00:01:00,223,97,2470,2099,0.992,108,495,2.7,177.34,312,21,50.57,50.59,47.82,49.22,53.01,47.92,0,0,0,0,25.19,0
2026-01-01 00:01:01,188,156,3874,4149,0.582,176,1208,38.86,408.85,291,63,67.09,66.35,63.84,60.05,66.61,66.6,0,1,1,1,36.48,2
2026-01-01 00:01:02,203,123,3235,3255,0.85,201,1426,25.61,497.94,64,348,38.07,30.77,32.08,35.72,35.32,38.32,0,0,0,0,41.71,1
2026-01-01 00:01:03,7,173,5476,5676,0.279,480,542,116.61,292.26,151,326,93.58,98.72,91.59,92.16,98.87,99.46,1,1,1,0,94.29,6
2026-01-01 00:01:04,254,255,1584,1673,0.141,59,305,7.79,383.35,146,137,46.2,53.23,51.59,46.65,52.18,53.18,0,0,1,1,27.4,0
2026-01-01 00:01:05,206,231,3138,3223,0.661,197,901,22.28,78.27,294,396,32.32,34.29,38.89,32.91,36.9,31.83,0,0,0,1,28.29,1
2026-01-01 00:01:06,183,12,4628,4865,0.85,361,212,60.12,360.21,299,134,25.93,23.79,24.3,24.94,20.67,23.74,1,1,0,1,70.92,4
2026-01-01 00:01:07,90,186,1794,1784,0.784,107,1247,7.46,448.29,372,90,54.28,52.37,46.05,49.74,50.87,48.2,1,0,1,0,15.09,0
2026-01-01 00:01:08,93,211,2424,1835,0.931,60,452,2.01,27.1,60,320,50.21,53.25,46.87,46.67,46.68,46.99,0,0,0,0,10.35,0
2026-01-01 00:01:09,164,136,3969,3945,0.525,197,283,28.56,141.26,284,226,61.21,64.33,61.61,68.03,68.14,60.16,0,0,1,0,38.29,2
2026-01-01 00:01:10,2,19,4599,4209,0.77,296,941,47.71,435.18,325,223,79.89,75.82,75.36,76.44,78.16,74.9,1,1,0,1,55.21,3
2026-01-01 00:01:11,37,179,4475,4438,0.49,291,731,42.48,234.05,94,385,78.8,75.95,78.54,77.64,74.3,71.24,0,1,1,1,58.69,3
2026-01-01 00:01:12,234,245,2387,1739,0.958,62,1272,1.45,411.06,305,332,45.84,52.26,50.48,53.77,50.26,49.0,1,0,1,0,18.95,0
2026-01-01 00:01:13,181,3,1778,2457,0.739,98,1345,5.4,302.5,251,133,49.96,46.88,53.01,46.04,47.27,54.86,1,1,1,1,27.16,0
2026-01-01 00:01:14,33,7,1939,2492,0.222,69,431,7.72,48.52,153,158,50.41,50.99,49.13,45.16,46.89,48.3,1,0,0,0,28.44,0
2026-01-01 00:01:15,147,124,3770,4058,0.738,169,429,38.67,124.11,309,23,68.43,63.16,62.69,67.72,61.05,61.5,0,1,1,1,49.25,2
2026-01-01 00:01:16,179,67,1641,1545,0.101,107,1449,7.81,144.41,110,170,45.58,46.69,45.09,48.83,49.46,46.9,0,1,0,0,14.18,0
2026-01-01 00:01:17,179,224,1633,2496,0.736,73,1473,2.43,145.52,35,80,46.78,50.37,51.15,53.05,52.8,54.99,1,1,0,0,28.47,0
2026-01-01 00:01:18,24,113,2202,2396,0.348,97,293,6.72,335.03,157,113,46.25,51.72,52.18,53.94,50.27,51.16,0,0,0,0,27.08,0
2026-01-01 00:01:19,154,54,2324,1567,0.805,88,1075,2.54,50.28,254,280,50.25,45.81,53.97,47.91,51.87,54.71,1,1,0,1,25.27,0
2026-01-01 00:01:20,68,147,1797,2499,0.751,50,728,1.08,174.68,42,127,51.85,53.96,46.88,47.69,46.84,49.97,1,1,1,0,14.56,0
2026-01-01 00:01:21,187,94,2181,2449,0.63,83,1101,4.02,460.1,397,365,50.34,48.73,52.74,51.9,45.71,46.44,1,0,0,1,25.06,0
2026-01-01 00:01:22,203,82,2011,1904,0.297,55,1019,2.64,360.18,166,267,45.13,50.14,50.52,52.13,52.33,46.66,1,0,0,0,25.0,0
2026-01-01 00:01:23,138,152,4839,4807,0.55,389,1410,60.12,145.15,227,204,26.71,21.82,22.49,29.04,20.1,20.73,0,0,0,1,78.88,4
2026-01-01 00:01:24,230,32,4236,4303,0.544,222,1321,51.78,386.54,69,105,79.18,72.88,73.54,75.38,70.27,75.43,1,0,1,1,50.57,3
2026-01-01 00:01:25,42,126,2365,1633,0.946,51,1288,1.58,404.0,46,29,50.24,52.84,50.73,50.45,47.62,49.81,0,0,1,1,27.43,0
2026-01-01 00:01:26,160,94,4811,4713,0.521,382,1338,68.9,217.85,21,135,26.79,24.58,22.83,26.66,21.97,21.07,1,0,1,1,77.02,4
2026-01-01 00:01:27,208,146,2088,1579,0.161,62,705,1.4,41.81,65,315,51.53,50.83,50.47,45.91,53.34,53.49,0,0,1,1,29.29,0
2026-01-01 00:01:28,249,212,5548,5309,0.507,522,229,94.07,414.63,327,169,99.36,99.69,96.13,98.2,96.61,90.04,1,1,1,1,97.52,6
2026-01-01 00:01:29,227,247,2227,2450,0.787,86,1438,6.21,296.4,64,320,47.73,46.69,54.14,47.43,51.93,49.13,0,0,0,0,20.2,0
2026-01-01 00:01:30,182,235,2201,1966,0.127,50,972,3.47,388.4,49,202,52.58,52.82,54.85,50.56,50.86,51.74,0,1,1,0,21.69,0
2026-01-01 00:01:31,32,41,1673,1917,0.625,74,997,4.63,473.06,105,233,50.07,47.84,49.76,53.48,46.45,50.32,1,1,0,1,25.16,0
2026-01-01 00:01:32,182,10,3060,3399,0.692,129,534,18.65,313.95,216,82,37.98,36.39,34.08,30.06,32.41,38.37,0,0,1,0,37.94,1
2026-01-01 00:01:33,50,198,4972,5022,0.838,385,938,81.59,313.65,336,62,83.7,87.27,87.2,89.39,88.2,80.27,1,0,1,1,78.12,5
2026-01-01 00:01:34,119,149,2343,1970,0.828,91,1221,5.78,98.56,123,121,48.31,50.85,51.58,45.78,54.86,49.79,1,1,1,1,15.33,0
2026-01-01 00:01:35,40,144,4424,4538,0.635,237,202,46.18,197.11,273,166,71.44,76.09,74.07,76.01,76.34,78.16,0,0,1,0,61.03,3
2026-01-01 00:01:36,198,40,2319,1721,0.263,90,401,7.43,70.32,116,145,54.77,48.26,50.19,46.92,49.53,46.88,1,1,0,1,21.14,0
2026-01-01 00:01:37,196,127,5400,5962,0.482,501,322,111.56,439.51,273,202,99.09,98.61,97.32,91.91,96.87,95.2,1,0,0,1,99.96,6
2026-01-01 00:01:38,43,20,2046,1656,0.135,118,342,4.01,219.6,134,154,47.74,51.43,49.06,52.77,45.68,52.94,1,0,0,1,26.42,0
2026-01-01 00:01:39,212,70,4332,4474,0.736,295,413,50.0,303.43,205,390,72.72,79.56,71.38,76.56,79.51,73.38,1,0,0,0,48.42,3
2026-01-01 00:01:40,219,186,5087,4945,0.949,417,928,73.15,198.44,349,151,83.72,80.84,85.76,87.44,88.97,87.23,0,0,1,1,77.0,5
2026-01-01 00:01:41,153,50,1593,1909,0.598,104,1080,4.42,306.98,272,338,53.72,49.77,45.09,48.35,48.91,46.31,1,0,1,1,19.46,0
2026-01-01 00:01:42,225,175,1865,2205,0.36,95,1399,5.32,359.91,65,360,53.6,50.76,47.05,50.5,48.78,45.23,1,0,1,1,16.64,0
2026-01-01 00:01:43,97,199,4197,4182,0.872,216,735,29.74,276.34,114,160,66.14,65.51,65.72,67.16,69.62,63.72,1,0,0,1,47.83,2
2026-01-01 00:01:44,160,38,4821,4753,0.892,367,1078,67.04,131.67,178,239,22.71,27.58,25.02,24.77,24.91,26.44,1,1,0,0,76.84,4
2026-01-01 00:01:45,144,115,2084,1633,0.647,96,699,3.3,265.15,171,200,45.09,45.55,52.63,52.11,46.98,47.59,1,0,1,1,21.68,0
2026-01-01 00:01:46,152,29,2450,2452,0.526,77,718,1.04,405.89,199,114,47.06,49.62,49.66,54.34,47.49,45.14,0,1,1,1,27.9,0
2026-01-01 00:01:47,215,185,3130,3410,0.739,190,272,16.98,186.82,333,156,37.81,36.61,30.08,33.56,32.14,39.44,1,1,1,1,36.38,1
2026-01-01 00:01:48,196,68,5053,4935,0.263,389,849,84.22,325.47,398,182,83.5,83.15,82.91,88.8,81.39,86.51,1,1,0,1,86.06,5
2026-01-01 00:01:49,249,81,5567,5844,0.812,557,1487,94.63,97.16,268,174,93.24,94.09,98.44,95.86,90.2,91.46,1,1,1,0,93.0,6
2026-01-01 00:01:50,141,17,1624,1800,0.497,70,1246,3.14,430.74,340,30,46.28,48.65,48.98,54.88,52.78,48.55,0,0,1,1,19.22,0
2026-01-01 00:01:51,61,20,1936,2077,0.45,58,968,2.5,27.46,200,384,46.51,54.37,50.34,49.6,50.94,45.49,0,0,1,0,18.24,0
2026-01-01 00:01:52,192,180,4240,4475,0.627,295,997,42.04,256.71,371,319,70.13,79.63,74.86,73.04,70.91,73.28,0,1,1,1,51.89,3
2026-01-01 00:01:53,5,87,3394,3297,0.484,150,520,18.3,337.1,150,333,35.74,33.97,33.95,33.05,31.5,32.53,1,1,1,1,43.52,1
2026-01-01 00:01:54,47,104,1898,2078,0.412,116,1386,6.17,384.73,382,28,46.98,53.04,47.44,48.05,50.49,53.64,0,0,0,0,27.67,0
2026-01-01 00:01:55,246,13,3289,3581,0.15,134,1358,24.3,479.83,302,36,36.78,32.57,38.66,37.28,30.8,32.03,0,1,1,0,28.12,1
2026-01-01 00:01:56,202,170,3101,3450,0.732,121,966,19.45,186.68,154,94,30.74,33.03,34.08,30.95,33.75,36.55,0,1,1,1,33.2,1
2026-01-01 00:01:57,218,33,5168,5177,0.818,427,712,87.79,389.99,27,92,87.72,83.31,81.16,82.41,81.45,89.97,1,0,0,0,77.91,5
2026-01-01 00:01:58,68,19,5961,5746,0.613,529,256,112.45,492.27,311,236,99.34,92.25,91.81,94.08,93.14,90.29,1,0,1,0,94.04,6
2026-01-01 00:01:59,35,165,3069,3400,0.612,123,1388,21.06,14.35,250,83,32.74,39.38,30.4,32.4,39.02,36.48,0,0,1,1,38.67,1
2026-01-01 00:02:00,217,253,2175,2169,0.116,92,1046,7.32,97.24,131,65,50.45,54.4,53.87,45.27,50.2,47.59,0,0,0,0,27.45,0
2026-01-01 00:02:01,152,118,2167,2169,0.172,118,617,3.09,348.37,399,226,49.71,45.15,48.36,47.55,48.29,49.63,1,1,0,1,16.48,0
2026-01-01 00:02:02,132,144,4728,4872,0.986,376,938,66.5,40.1,30,159,28.73,27.49,21.36,29.22,21.52,21.39,1,1,1,1,74.09,4
2026-01-01 00:02:03,78,201,4766,4868,0.413,321,1296,62.32,441.02,162,124,20.8,27.83,24.42,20.18,29.58,23.58,0,0,0,0,71.01,4
2026-01-01 00:02:04,140,128,1863,2332,0.941,113,356,7.78,117.7,125,306,50.84,53.81,49.8,52.74,46.73,47.06,1,1,0,1,14.53,0
2026-01-01 00:02:05,81,109,1518,1742,0.121,79,242,1.05,444.61,289,243,52.23,50.07,50.37,46.91,54.04,48.54,0,1,0,1,13.42,0
2026-01-01 00:02:06,126,50,2480,2383,0.592,61,915,3.24,120.57,44,379,52.8,53.42,45.87,48.66,51.96,50.04,1,1,1,0,24.03,0
2026-01-01 00:02:07,67,36,4206,4310,0.236,227,805,42.76,402.67,316,269,78.89,79.36,72.42,78.63,77.35,71.0,0,0,1,0,53.13,3
2026-01-01 00:02:08,233,96,2182,2334,0.412,67,314,1.13,72.33,321,164,49.97,48.16,50.38,53.09,49.53,49.78,0,1,0,1,12.6,0
2026-01-01 00:02:09,3,129,1984,2032,0.502,64,1330,2.26,381.12,335,143,48.74,50.72,45.01,50.42,51.46,46.39,0,1,1,1,21.79,0
2026-01-01 00:02:10,252,37,4936,5069,0.842,395,1173,72.44,215.61,191,118,80.74,86.42,88.02,81.37,88.88,83.94,1,0,1,1,77.2,5
2026-01-01 00:02:11,78,30,2152,2323,0.219,88,440,5.59,147.07,217,51,46.76,53.92,50.61,52.4,49.2,52.69,1,1,1,1,25.38,0
2026-01-01 00:02:12,74,108,1954,2163,0.234,61,954,7.91,51.79,174,303,49.53,52.57,51.8,50.14,45.93,48.15,0,0,0,1,16.41,0
2026-01-01 00:02:13,208,55,2442,2118,0.862,70,903,7.61,239.92,76,57,54.76,54.23,49.64,45.37,46.97,53.04,0,1,0,1,15.61,0
2026-01-01 00:02:14,249,58,2331,2349,0.867,85,743,7.69,366.55,133,84,47.57,45.24,54.69,52.51,51.48,50.01,0,0,1,0,13.44,0
2026-01-01 00:02:15,34,14,4672,4728,0.643,305,734,58.29,196.19,201,236,20.19,29.76,22.7,29.92,25.63,23.52,1,0,1,1,67.98,4
2026-01-01 00:02:16,51,140,2420,1790,0.742,79,1195,7.75,106.58,148,197,53.31,53.64,49.29,49.33,47.67,52.46,0,1,1,1,23.66,0
2026-01-01 00:02:17,113,171,4644,4878,0.299,385,338,55.93,68.72,129,194,28.88,27.33,22.81,20.32,26.32,21.34,0,1,0,0,67.15,4
2026-01-01 00:02:18,19,235,2170,2166,0.462,59,858,3.75,156.68,342,362,45.19,49.76,52.91,47.6,50.04,54.4,0,1,0,1,14.38,0
2026-01-01 00:02:19,224,86,3610,3687,0.565,199,468,37.1,398.7,61,85,68.51,67.52,66.06,69.43,67.63,62.33,1,0,0,1,46.21,2
2026-01-01 00:02:20,132,44,2315,2482,0.996,80,1243,1.5,28.71,279,100,53.39,51.3,54.66,45.56,51.01,53.95,1,1,1,0,19.6,0
2026-01-01 00:02:21,59,60,5513,5822,0.928,527,971,92.51,394.83,102,109,90.07,99.6,96.27,94.7,99.41,96.68,1,1,0,0,99.72,6
2026-01-01 00:02:22,83,237,4391,4502,0.698,280,375,45.79,349.76,231,377,70.66,75.04,75.73,73.99,78.12,70.57,0,0,0,1,52.93,3
2026-01-01 00:02:23,159,157,4837,4759,0.521,407,211,60.72,24.04,160,278,28.0,24.33,27.51,22.92,25.38,27.73,0,1,1,0,79.96,4
2026-01-01 00:02:24,71,36,1634,2268,0.877,78,1070,4.98,370.77,66,364,47.5,53.21,51.73,52.32,53.48,52.29,1,1,1,1,17.99,0
2026-01-01 00:02:25,7,23,5657,5904,0.303,520,762,101.56,32.1,212,313,91.96,90.06,98.61,90.46,92.25,97.93,0,1,0,0,97.67,6
2026-01-01 00:02:26,108,248,3111,3273,0.746,160,429,22.86,92.58,56,71,37.77,38.53,34.52,37.39,36.24,31.28,0,1,1,1,30.37,1
2026-01-01 00:02:27,55,33,2413,1741,0.627,113,867,3.23,410.93,380,208,51.97,53.34,50.1,45.34,49.48,54.16,1,0,1,1,24.25,0
2026-01-01 00:02:28,169,144,1866,2048,0.631,54,762,4.02,21.81,117,127,49.0,48.47,53.45,45.74,52.2,45.95,0,1,0,0,22.17,0
2026-01-01 00:02:29,188,35,4328,4567,0.7,300,217,41.3,486.18,116,51,75.14,73.19,76.76,70.62,70.34,75.71,0,1,1,1,61.21,3
2026-01-01 00:02:30,121,177,5700,5517,0.178,476,376,111.51,148.11,248,97,99.68,99.18,92.86,96.69,98.47,92.4,0,1,0,1,99.77,6
2026-01-01 00:02:31,227,177,1583,2118,0.139,119,1296,5.2,326.07,131,338,50.04,54.15,52.66,50.68,51.6,47.33,1,1,0,0,23.63,0
2026-01-01 00:02:32,184,160,2486,2206,0.474,110,349,5.3,483.52,74,200,47.12,51.66,52.63,51.18,51.04,49.25,0,0,0,0,14.97,0
2026-01-01 00:02:33,129,238,2342,1519,0.536,57,1050,4.3,392.09,105,227,49.18,47.32,48.78,46.31,54.63,47.7,1,0,1,1,16.97,0
2026-01-01 00:02:34,124,159,4636,4754,0.7,324,338,59.25,42.4,206,128,28.12,29.39,26.77,26.94,25.44,25.59,1,1,0,0,72.37,4
2026-01-01 00:02:35,117,248,1753,2040,0.653,114,156,3.46,131.49,307,392,47.89,50.82,51.18,49.47,50.1,46.38,0,1,1,0,11.33,0
2026-01-01 00:02:36,8,222,4894,4680,0.221,370,890,70.84,118.94,201,328,23.87,21.38,20.76,29.24,29.95,23.28,0,1,1,1,67.97,4
2026-01-01 00:02:37,130,12,1710,1954,0.998,74,357,4.99,103.84,202,28,53.9,48.52,49.56,52.34,53.76,52.27,1,0,1,1,15.77,0
2026-01-01 00:02:38,177,232,2306,1884,0.56,61,349,2.23,195.0,139,358,46.61,54.53,45.64,54.18,52.32,45.32,1,1,0,0,27.9,0
2026-01-01 00:02:39,72,187,4900,4982,0.116,414,1203,73.61,114.5,210,368,82.89,88.07,81.23,81.11,88.91,84.03,0,1,1,1,81.5,5
2026-01-01 00:02:40,209,226,5666,5925,0.866,455,933,118.48,417.69,48,348,96.25,90.61,91.7,99.34,96.3,96.23,1,0,1,1,93.63,6
2026-01-01 00:02:41,51,99,4943,5163,0.162,444,1062,88.05,307.29,94,296,82.85,81.79,86.55,84.01,89.83,87.13,1,0,1,1,87.0,5
2026-01-01 00:02:42,243,35,3994,3751,0.43,163,477,27.5,49.49,44,199,60.64,69.57,64.84,69.22,64.32,69.82,0,0,0,0,49.7,2
2026-01-01 00:02:43,76,223,2374,2299,0.248,56,1224,2.9,395.06,375,367,52.93,54.12,45.24,48.62,48.95,46.19,0,1,1,1,14.49,0
2026-01-01 00:02:44,30,98,4412,4320,0.859,315,993,43.22,72.38,247,93,76.69,72.66,78.53,73.03,75.94,74.2,1,1,1,0,52.27,3
2026-01-01 00:02:45,111,68,4649,4627,0.233,399,1300,58.71,141.54,377,304,27.49,27.55,20.97,20.24,25.36,25.64,1,0,1,1,75.78,4
2026-01-01 00:02:46,189,139,4966,5026,0.224,388,657,73.13,356.58,91,101,87.29,88.65,82.53,89.69,80.79,81.35,1,0,0,0,84.4,5
2026-01-01 00:02:47,47,62,4603,4716,0.539,366,264,65.14,209.67,286,119,23.41,24.73,27.39,20.9,21.38,20.91,1,1,0,0,65.89,4
2026-01-01 00:02:48,79,143,5119,5149,0.343,442,617,74.21,405.05,30,289,86.58,83.74,86.16,88.89,80.68,89.62,1,1,0,0,87.66,5
